sample_id,split,x0,x1,x2,x3,x4,x5,target
66,train,-0.35993088,0.68236021,-0.1111017,-0.7092754,0.25375362,-0.53141421,0.05862673
67,train,-0.75352759,-0.41306119,-0.08387209,-0.1975103,-0.95655838,0.43292457,-0.14566261
68,train,0.34823381,-0.32632585,0.3583499,0.84578817,0.81708355,0.69471269,0.50276517
69,train,0.09282243,-0.58017359,-0.29567911,-0.33910906,0.84578165,0.44887217,0.18493901
70,train,-0.97896917,0.11784291,-0.49565197,-0.33197262,0.28873339,-0.17075505,-0.1235063
71,train,0.77836954,-0.32250692,-0.92500885,-0.56025778,-0.75831968,0.70378463,0.01802437
72,train,-0.46271167,-0.96442387,-0.58155155,-0.08572676,-0.44618112,0.26033971,-0.20045832
73,train,0.07792245,-0.97721373,-0.80881493,-0.34003305,-0.56119138,-0.07307219,-0.29005032
74,train,0.21216416,-0.65844469,-0.38110377,0.13525107,0.42365787,0.36228065,0.0912198
75,train,-0.45825064,-0.16092864,-0.62948363,0.46850128,0.97700173,0.97679804,0.33058788
76,train,0.82092199,0.31577008,-0.31746783,-0.30517482,0.21321262,-0.48930082,0.20614274
77,train,-0.92656908,-0.01999046,-0.95645174,0.61790218,-0.49229442,0.50992557,-0.0370861
78,train,-0.6025318,-0.45273041,0.68449424,-0.20014809,-0.56341155,-0.89162468,-0.10255733
79,train,0.44412775,0.3223194,0.36411306,0.53169496,-0.40278824,-0.03480557,0.251157
80,train,-0.81856339,0.01926827,0.04488585,-0.34980502,-0.36412895,-0.32078148,-0.18718335
81,train,0.72699904,-0.65130476,-0.48501973,0.89494556,0.74306414,0.04108451,0.35435661
82,train,-0.23434288,-0.7872715,0.21871005,-0.57031265,-0.07238114,-0.58065971,-0.20486835
83,train,0.02736299,0.58336292,-0.45863426,0.7476155,-0.02283287,0.11777484,0.26494842
84,train,0.68116845,-0.3484788,0.99438314,-0.21599586,0.23047335,0.0781875,0.37182543
85,train,0.95950078,0.45748417,-0.73748663,0.63177679,0.31396397,-0.87784425,0.28943102
86,train,0.33328724,-0.93095228,0.57902246,0.88194529,-0.64202736,-0.46488291,0.13887575
87,train,-0.08541164,-0.62685587,-0.89271443,-0.62873167,-0.69220308,0.28245024,-0.25426836
88,train,-0.0205154,0.09214082,-0.9419807,-0.5581269,-0.27168642,0.08549181,-0.18614865
89,train,-0.68996413,-0.3509933,0.429634,-0.919454,-0.98487063,-0.81068791,-0.29859339
90,train,0.17201987,0.40928462,0.626912,-0.4855446,0.51351427,-0.67237917,0.19779538
91,train,-0.15431968,-0.133736,0.66621019,-0.65866179,-0.55069399,0.9358541,0.21655671
92,train,-0.57457266,-0.68297384,0.98372707,-0.15605396,-0.15364496,0.71233555,0.2044464
93,train,0.25869263,-0.11904672,0.89585798,0.21321746,-0.81647279,0.79386776,0.29697136
94,train,0.47810537,-0.76829428,-0.8423625,0.4296129,0.2443706,-0.68386698,-0.03093411
95,train,-0.62140148,0.89600588,0.96607592,-0.93899635,0.94198747,0.29638551,0.38552445
96,train,0.82733999,0.57890146,-0.42576674,-0.26954598,-0.98095689,0.04203499,0.15337828
97,train,-0.02365716,-0.72410504,0.58666314,0.11929347,0.93934273,-0.08796633,0.26980536
98,train,0.21708229,0.18607581,0.86145824,0.34004257,-0.34749686,-0.4902868,0.25715537
99,train,-0.30811576,0.65190535,0.05079448,0.0606225,-0.80337723,-0.44776773,0.02740245
100,train,-0.92553949,0.180417,-0.85949943,0.84512282,0.12875588,-0.22753169,0.06090533
101,train,-0.08607199,-0.04273876,-0.95606731,0.79634957,-0.73135881,-0.78969374,-0.06220777
102,train,-0.8162826,0.06953457,-0.49010354,0.94373663,0.49786146,-0.85774938,0.10851571
103,train,0.9277659,0.81016323,0.43447337,-0.38593461,-0.05843824,-0.35549216,0.3426648
104,train,0.79330359,0.38090997,-0.19992289,0.02817504,0.69687124,-0.16226567,0.32456024
105,train,-0.12295416,0.53757516,0.17674663,0.181104,-0.03432607,-0.96730132,0.08171346
106,train,0.89087595,-0.23055804,-0.9319163,-0.06915756,-0.71942386,-0.5179281,-0.01375362
107,train,-0.13658093,0.47052733,-0.94740451,0.20443062,0.04001482,0.90636031,0.24290779
108,train,-0.75566643,-0.26302617,-0.566396,-0.84803843,-0.65987452,-0.18919923,-0.41714208
109,train,0.97988004,-0.19816636,-0.98845735,-0.60671334,-0.4746435,0.60080263,0.11882778
110,train,0.04944285,0.82433914,-0.83089567,-0.6647384,0.82301515,-0.56289539,0.1325306
111,train,0.12468299,0.79878312,0.09939906,-0.92885281,0.91983655,0.95765947,0.40645248
112,train,0.38772864,0.6817918,0.03097771,0.86795715,0.91394141,0.80424665,0.62709245
113,train,0.94204516,-0.90597128,-0.81782073,0.3037359,-0.44175476,-0.98539435,-0.0368078
114,train,0.23549395,-0.91279047,0.84958472,-0.8573774,0.40140748,0.0930568,0.13615038
115,train,0.0804329,-0.0094667,-0.89355386,-0.29597501,0.07351921,-0.07195358,-0.11777224
116,train,-0.51542568,-0.96973855,-0.22832551,-0.82125234,0.34973658,-0.64305922,-0.25894012
117,train,0.00969506,-0.32581607,-0.44214398,0.29228164,-0.66216817,-0.81516865,-0.15550853
118,train,-0.31133912,0.49566008,-0.73941729,0.88054515,0.72534888,0.55791985,0.36879929
119,train,0.38687557,0.37342229,-0.3552124,-0.01004433,-0.76925966,-0.99698575,-0.09277528
120,train,-0.24091364,0.93159589,-0.00396233,-0.16274144,0.13351028,0.02462236,0.25572288
121,train,0.18252072,0.30057209,-0.52401274,-0.24551933,-0.51048289,-0.39252113,-0.06569782
122,train,0.35092374,0.36030278,0.13286484,-0.38624573,0.06250173,0.94487706,0.35095041
123,train,0.42887736,0.17981604,-0.5146928,-0.05707413,0.88373648,0.21460652,0.32283814
124,train,0.00522403,0.32427572,-0.77373157,-0.74565172,0.22599108,-0.37783074,-0.09805475
125,train,-0.11137991,-0.40902068,-0.69887019,0.26704749,-0.98998257,0.17452318,-0.14864434
126,train,-0.80753344,0.66389423,-0.11231654,-0.86348678,-0.22958808,-0.45257636,-0.07545434
127,train,0.66169288,-0.49817165,0.47926028,-0.17911679,-0.40711248,-0.37370065,0.07932201
128,train,-0.66369578,0.22482284,-0.93872904,-0.57334776,0.39810923,0.42514175,-0.04590184
129,train,0.73525942,0.32938311,-0.6682453,-0.79698664,-0.22967572,0.20310425,0.08707302
130,train,0.28907912,-0.21078731,0.23283797,-0.39424077,0.08585765,0.94155945,0.29527404
131,train,0.84436978,-0.51486963,0.01734123,-0.92510407,0.24238541,-0.6092194,0.04994401
132,train,-0.66033209,-0.13898103,0.1609319,-0.11034237,-0.24969318,-0.00620822,-0.07703885
133,train,-0.92767634,0.19325253,-0.3251205,-0.40410674,-0.17195138,0.96804636,0.11883984
134,train,0.258875,0.06974546,0.65879631,0.8928291,-0.42886155,0.32966299,0.39779636
135,train,0.66335806,-0.29855332,-0.22093231,-0.55889566,-0.15744302,-0.14147502,0.04619376
136,train,0.24562749,0.819096,0.70828149,0.60069305,0.11842708,-0.24417769,0.43918161
137,train,-0.94172504,-0.52775018,-0.65035767,0.23554747,-0.05423404,0.62810765,-0.04238868
138,train,-0.12910483,-0.62097921,-0.93785181,-0.83084138,-0.79700288,-0.56530533,-0.46891011
139,train,0.27184356,0.98710275,0.25250422,-0.16727264,-0.35760812,0.79496126,0.41474388
140,train,-0.80657396,-0.86735966,-0.31649116,-0.69863845,0.25467933,-0.80091206,-0.31195493
141,train,0.74835704,0.10890923,-0.02857412,0.18889134,-0.7507711,-0.30713693,0.15633147
142,train,-0.70120371,-0.06747857,0.70963532,-0.80089101,0.99607406,0.59132311,0.26257097
143,train,-0.81767046,0.37150521,-0.15391286,0.98305024,-0.11641512,-0.87731602,0.13655901
144,train,-0.04885135,0.49436201,0.99540523,-0.18469514,-0.14370059,-0.86262497,0.22541898
145,train,-0.15077801,-0.29984738,-0.66222864,0.71311183,0.20501519,0.58241195,0.17599794
146,train,-0.48374623,0.60306442,0.57178682,0.38972448,-0.2702103,0.50483929,0.26209263
147,train,0.15573389,0.23562634,-0.36167679,0.71568691,0.7334987,-0.37844957,0.28263953
148,train,0.48327796,0.2096787,-0.63743813,-0.1618791,-0.93189337,0.21919543,-0.00705807
149,train,0.47691691,0.73824749,-0.5841368,0.86479355,0.45565183,-0.11645882,0.38562854
150,train,-0.28435605,0.03441948,0.9053458,-0.37741604,0.74445724,-0.50641266,0.25305034
151,train,-0.3247291,-0.36354965,0.84220666,0.2756837,0.32201526,-0.18798948,0.22749074
152,train,-0.15138907,-0.07646427,-0.24732689,-0.78699109,-0.25474231,0.64739704,0.01435644
153,train,0.16870201,0.13879739,-0.28347637,0.52125471,-0.2273099,-0.29857242,0.11288945
154,train,-0.49782184,-0.04039076,-0.27966268,-0.06804572,0.2063797,0.72734727,0.14361334
155,train,0.58644939,-0.76768738,-0.33828313,-0.47674734,-0.39993535,0.72952861,0.09435076
156,train,0.41928846,-0.9955381,-0.56343363,-0.84418736,-0.64691022,0.41747098,-0.15097527
157,train,0.0794061,-0.79374591,0.22505381,0.0323316,0.23481898,-0.42182597,-0.03826022
158,train,-0.78381279,-0.16326263,-0.76690576,0.99633263,0.81566575,0.58847841,0.29136269
159,train,0.47011628,-0.22370858,-0.72614508,0.94034101,0.12370054,-0.95204734,0.15098315
160,train,0.54083618,-0.42584979,0.84451812,0.1134916,0.66927321,-0.1176254,0.36783163
161,train,-0.70086316,0.27914949,0.97020807,-0.67002167,-0.20560728,-0.9023513,0.04624165
162,train,-0.09322132,0.14827039,0.64265905,-0.11781818,0.2719256,0.56884804,0.29021537
163,train,0.59251705,-0.14049644,-0.46052083,0.48073181,0.04772697,-0.69851125,0.11461857
164,train,-0.35725793,0.52592879,0.37945025,-0.93792267,-0.7938873,-0.06737451,-0.03195836
165,train,-0.85061592,0.98875274,-0.26590762,0.34004943,-0.44710042,-0.5622968,0.10938858
166,train,-0.31963473,-0.81433349,0.07811745,-0.7775558,0.08703423,0.37940124,-0.09260829
167,train,0.56794898,-0.72463448,-0.70066218,0.10458923,0.36624621,-0.21930913,0.04498481
168,train,0.17596687,-0.05820804,-0.61787811,0.52012404,0.8761157,-0.05259454,0.28496619
169,train,0.2464214,-0.42602763,0.96282766,0.06869264,0.97814933,-0.30970291,0.36576052
170,train,0.87102111,0.43758791,-0.052508,0.84367916,0.83430686,-0.6963029,0.41515335
171,train,0.89752422,0.42742191,-0.58434431,-0.75290803,0.93525287,0.64421622,0.37583173
172,train,-0.85631686,-0.3675822,-0.40271622,0.94278988,0.40413248,0.66626492,0.24107155
173,train,-0.12997813,0.75225029,0.3083295,0.87428022,-0.97733788,0.96894569,0.39965876
174,train,-0.59587753,0.25220282,-0.36321092,-0.49395873,0.9573944,0.67652684,0.23690836
175,train,0.23110526,-0.91453528,0.68392184,0.15161612,-0.01539002,0.37036664,0.18455998
176,train,0.37992199,-0.87541651,0.30228209,0.74762652,-0.59629529,0.87538484,0.26083766
177,train,0.59521407,0.07459989,0.52625483,0.27294731,0.77386988,0.5743982,0.47933679
178,train,-0.13323025,0.86669887,-0.89537821,0.19679749,-0.05517575,0.73521298,0.25175711
179,train,0.83076767,0.72422606,0.91488172,-0.47157103,-0.51409514,-0.54888379,0.29294989
180,train,-0.584792,0.97241479,-0.07967915,0.36993623,-0.75748369,0.48001087,0.23203522
181,train,-0.2124814,0.60519902,0.28530343,0.62907689,0.40234546,-0.39689155,0.27734616
182,train,-0.38450045,-0.13840343,-0.15476534,-0.12777259,-0.13496065,-0.82115556,-0.23788214
183,train,-0.56973449,0.08721211,0.19354998,0.53549337,0.91512359,-0.47641589,0.26970355
184,train,-0.36534391,0.42838174,0.46308294,0.61462287,0.70618145,-0.3386127,0.3227848
185,train,-0.46402646,-0.84155882,-0.64837934,0.44358095,-0.54900678,-0.38245257,-0.19268051
186,train,-0.18749365,0.68336526,-0.9141677,-0.4517231,0.92235623,0.77117821,0.27945224
187,train,-0.90747493,0.66718772,0.55570542,-0.32772243,0.61888991,0.5216454,0.26931335
188,train,0.77755953,0.02218421,0.48948192,-0.16215366,-0.7606684,0.37173081,0.24409512
189,train,0.7312637,-0.50571156,-0.34871787,0.15424347,-0.36483412,-0.54825654,0.04564447
190,train,0.22830241,-0.45960976,0.35907047,0.82075879,0.13148905,-0.45241855,0.22635134
191,train,0.0355725,0.43587637,0.48335783,0.53356659,-0.7422859,0.60796859,0.28088405
192,train,-0.20471345,-0.64127041,0.9263676,0.23625833,-0.19225438,0.11719325,0.22624197
193,train,-0.8609767,0.76780458,0.96029934,-0.91413795,-0.37302705,-0.73786488,0.0575834
194,train,-0.95792627,-0.89728649,-0.96462954,0.8875923,-0.11262603,-0.89825286,-0.16566629
195,train,-0.01449819,0.94104664,-0.92241863,-0.0940458,-0.60115041,-0.37643465,0.05023516
196,train,0.97080234,-0.04509775,0.38774135,0.38883623,-0.80724466,-0.15898213,0.27523198
197,train,0.79622561,-0.38874186,-0.52341046,-0.83275501,-0.98996505,-0.94311538,-0.19596468
198,train,0.02342165,0.89513969,-0.90043172,-0.38917699,0.25973715,-0.99310872,0.05621174
199,train,-0.60631048,-0.11378153,-0.82710298,-0.13826408,-0.80283722,0.81670982,-0.03141209
200,train,-0.64342882,0.183155,0.82817702,-0.83657214,0.99657475,-0.16264885,0.25699447
201,train,0.5646994,0.55220037,0.72454408,-0.10149033,-0.95927377,-0.32163148,0.20256076
202,train,-0.00223624,0.44449155,0.16914559,0.23799888,-0.59243781,0.69640217,0.26917585
203,train,-0.61944911,-0.0174365,0.67948006,0.97983839,0.36854766,-0.79848916,0.27352724
204,train,-0.16099618,-0.26438606,0.74882013,-0.72931102,0.16788395,0.7539101,0.19293247
205,train,0.97026259,0.85014929,0.33038897,-0.05839569,-0.3183802,-0.48043031,0.3320275
206,train,0.80814921,-0.88694047,-0.20946594,0.93357316,0.63158092,-0.80720512,0.22394431
207,train,0.03641665,0.97485447,0.62706459,0.16354682,-0.60810174,0.09764555,0.34582034
208,train,-0.81779672,-0.46753953,-0.08962204,0.96963586,0.36729738,0.36269389,0.23597178
209,train,0.62872867,0.49868317,-0.18659041,0.61567763,0.03384702,-0.66010501,0.24093524
210,train,-0.95028895,0.31834473,0.22348734,0.9622016,-0.97033278,0.46148082,0.19650849
211,train,0.44188501,-0.69131643,-0.69048259,0.49413415,-0.72792886,-0.67372436,-0.12194493
212,train,-0.5526524,-0.06584485,0.95604102,0.56842978,0.3654063,0.18783192,0.36050662
213,train,-0.87956351,0.9980062,-0.75982868,0.97148419,0.17590962,0.10968699,0.26857791
214,train,-0.97803297,-0.7557177,-0.75904187,0.82004737,-0.89089375,-0.78950514,-0.22552441
215,train,-0.31416124,-0.64394558,0.18301035,0.77738584,-0.12582949,0.89150769,0.28180823
216,train,0.97465926,-0.05877949,0.88202734,0.60816567,0.83068312,-0.2081661,0.55998103
217,train,-0.80898607,0.71085737,-0.19437679,-0.78160688,-0.81237453,0.05721727,-0.06879087
218,train,-0.30906063,-0.87824757,-0.91628058,-0.66708956,-0.57345705,-0.19080713,-0.44958944
219,train,0.20282766,-0.33121898,-0.47970098,-0.74706914,-0.408757,-0.20913832,-0.20275926
220,train,-0.36298773,-0.35886629,-0.86854373,0.73810838,0.49233145,-0.76164266,0.01333713
221,train,-0.894396,-0.61263848,0.76256892,-0.03096825,-0.85791304,0.43529075,-0.0151808
222,train,0.75185591,-0.05091919,0.91828533,-0.7521386,0.52489304,0.71875804,0.4319898
223,train,-0.85458589,-0.32244926,-0.2656761,0.1890303,0.11236053,-0.18717186,-0.10323982
224,train,0.09073241,0.54459477,-0.35043986,-0.56455539,-0.22617788,-0.91642141,-0.03676719
225,train,-0.71063892,-0.29837841,-0.68701809,-0.29102412,-0.68329093,-0.26423834,-0.40664422
226,train,0.43591333,-0.83171539,0.06356524,-0.72560497,0.30344668,0.64225781,0.12571943
227,train,-0.4222195,0.13480027,0.7219956,-0.73348889,-0.57170615,0.01820554,0.0176803
228,train,0.47477537,-0.86837806,-0.54580025,0.59918323,0.46419461,0.80879822,0.2748077
229,train,-0.5678037,0.61979596,0.04426099,0.32941995,-0.24496843,-0.02216102,0.14699711
230,train,0.79904182,0.57967842,-0.07192177,-0.20868277,-0.42177114,-0.97613385,0.12275859
231,train,0.68619019,0.03922151,-0.34995171,0.35868094,-0.48807952,0.51262989,0.23152227
232,train,-0.13908872,0.66905613,-0.85912011,0.41054815,0.22830875,0.79605026,0.28016586
233,train,-0.48977654,0.2653299,-0.19216741,-0.92099307,0.66019127,0.84105311,0.17893663
234,train,-0.06593798,-0.55217408,-0.54488393,0.44860867,0.32345689,-0.31893627,0.0047421
235,train,0.89697771,-0.97850884,-0.17383481,-0.32446895,-0.4700972,-0.55992894,0.00135231
236,train,-0.59334175,-0.06878156,0.57544538,0.3461821,-0.66662213,0.08757242,0.07302191
237,train,0.24770563,0.84413413,-0.19744232,-0.4907597,-0.20096126,0.19569432,0.21578168
238,train,0.61331355,-0.91033973,-0.51188139,-0.64291315,-0.37324425,0.07878752,-0.07161431
239,train,0.65286549,-0.2220294,0.3558355,-0.99174548,-0.32194207,0.00764156,0.04969998
240,train,0.88673191,-0.29215456,-0.18191198,-0.39590593,-0.88375548,0.12447486,0.09740511
241,train,0.77951856,0.14529209,-0.6581541,-0.63861257,0.16144236,0.06547145,0.15209284
242,train,-0.11696451,0.14730247,-0.50344097,0.82372351,0.43600588,-0.00442001,0.25774694
243,train,0.13746008,0.19703899,-0.00043934,0.33816801,-0.94110076,0.51422817,0.13295867
244,train,0.62448392,-0.66574809,-0.9750785,-0.01352075,0.8845287,0.25692449,0.19824128
245,train,-0.71043919,0.23552241,-0.47771564,-0.62740357,-0.00347253,-0.71313366,-0.24472431
246,train,0.40391562,0.46857822,0.6220862,-0.44695348,-0.46714176,-0.87460257,0.07958115
247,train,-0.14997889,0.60686286,-0.45720501,-0.66878582,-0.58459724,-0.13622912,-0.038573
248,train,-0.05090661,-0.12108743,0.19232284,-0.8306375,-0.81657552,-0.25529647,-0.16213353
249,train,0.51927216,-0.42020587,-0.11585478,0.5799223,0.95634987,-0.21174777,0.33827323
250,train,-0.73342428,-0.2981403,-0.65546156,0.06356695,0.18322832,-0.92922487,-0.23828164
251,train,-0.7455213,-0.13579219,-0.20775431,-0.16658813,0.1804643,0.95430709,0.18263877
252,train,-0.66724894,0.67054005,-0.55993677,-0.62292634,0.5394405,-0.65622273,-0.0322544
253,train,-0.02232361,-0.25716609,-0.94501062,0.92458195,-0.74591485,0.4983481,0.1144553
254,train,0.23978116,-0.70113378,-0.63794283,-0.0181497,-0.65781185,-0.22944152,-0.19153672
255,train,-0.62120519,-0.8049651,0.39484712,-0.5656778,-0.34749871,-0.14022324,-0.15254968
256,validation,0.59351818,0.41579855,0.788495,-0.48258021,-0.99234982,0.71586585,0.28744764
257,validation,0.90130372,-0.42604045,-0.93461246,0.80854806,-0.1397236,-0.27837546,0.17676549
258,validation,0.2678738,-0.43136526,0.47869022,0.83505198,-0.94407754,0.26291721,0.21966175
259,validation,0.81003392,0.08664385,0.94380942,-0.77701483,0.60460991,-0.87203826,0.27304059
260,validation,0.56401218,-0.14305507,-0.48432036,0.36521822,0.10844831,0.66611736,0.26831898
261,validation,0.8070067,0.21820251,0.65765652,0.55667613,0.85893166,-0.15812971,0.50756022
262,validation,0.83807723,-0.9692014,-0.87546125,0.15106378,0.91846911,0.66344518,0.26276418
263,validation,0.87757503,-0.38280954,-0.87082782,-0.79608063,-0.29038753,-0.02387274,-0.02134411
264,validation,0.48480001,-0.50533458,0.26423595,-0.73213531,-0.86183709,0.33714414,-0.02896342
265,validation,0.49190286,0.70725257,0.22061503,0.6737622,0.89493273,0.68366476,0.61788204
266,validation,0.1001735,0.00808131,0.65113707,0.47531608,-0.43311568,0.20752852,0.24796785
267,validation,-0.4023373,-0.55791419,0.25238209,-0.56901174,-0.23511816,0.13253139,-0.10649372
268,validation,-0.11066959,-0.36225194,0.98898521,-0.16485437,-0.34706059,0.89202507,0.30938036
269,validation,-0.46895789,0.43758244,-0.97687366,0.16444034,0.96873314,0.00289847,0.21728347
270,validation,0.46539407,-0.26140807,0.04386444,-0.29243957,-0.12531782,0.61560429,0.18089978
271,validation,0.0664524,-0.35370645,0.54504872,-0.84827288,0.04158532,0.95088311,0.24386352
272,validation,0.41031152,-0.47659409,0.28999337,-0.20211619,-0.56706608,-0.01036187,0.01058222
273,validation,0.40155943,-0.68468113,0.29709353,0.29030114,0.08151654,-0.7587715,0.04464561
274,validation,-0.38593416,-0.58188091,-0.85104283,0.22409387,0.82206172,0.84556002,0.17803497
275,validation,-0.45236907,-0.09774817,-0.22823927,0.34719497,0.56474712,0.03841626,0.13537406
276,validation,-0.19164736,0.13403666,0.0752103,-0.38336403,0.591192,0.39224852,0.19976163
277,validation,-0.86492354,0.65439144,0.30252105,0.30253485,-0.90823188,0.82435792,0.20593839
278,validation,-0.14792318,0.26917541,-0.15354502,-0.54460177,0.95004467,-0.62317089,0.1438031
279,validation,-0.27755155,-0.448332,-0.19368562,0.51950726,0.02232079,0.45889751,0.10352952
280,validation,0.85042527,-0.30018478,-0.12346994,-0.77401675,-0.00807771,0.92270566,0.24891948
281,validation,-0.40786566,-0.65893741,-0.70673125,0.96048805,0.87172797,-0.62902909,0.1352969
